Player,Pos,School,AP Ranking,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Year,player_id,year,rnd,pick,tm,hof,pos,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk,college_univ
Greg Childs,WR,Arkansas,,3-Jun,219,4.52,36.5,19,125,,,2012,ChilGr00,2012,4,134,MIN,No,WR,WR,0,22,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Arkansas
Morris Claiborne,CB,LSU,,11-May,188,4.5,34.5,,118,7.01,4.12,2012,ClaiMo00,2012,1,6,DAL,No,DB,DB,13,22,2016,0,0,2,12,12,47,,,,,,,,,,,,126,4,,LSU
Danny Coale,WR,Virginia Tech,,Jun-00,201,4.42,35,12,115,6.69,4.15,2012,CoalDa00,2012,5,152,DAL,No,WR,WR,0,24,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Virginia Tech
Audie Cole,ILB,North Carolina State,,4-Jun,246,4.76,35,15,114,6.96,4.29,2012,ColeAu00,2012,7,210,MIN,No,LB,LB,5,23,2016,0,0,0,5,5,52,,,,,,,,,,,,52,,1,North Carolina St.
B.J. Coleman,QB,Tenn-Chattanooga,,3-Jun,233,4.94,,,109,7.07,4.38,2012,ColeB.00,2012,7,243,GNB,No,QB,QB,0,24,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Tenn-Chattanooga
Tom Compton,OT,South Dakota,,5-Jun,314,5.01,30,20,108,7.59,4.6,2012,CompTo00,2012,6,193,WAS,No,T,T,7,23,2016,0,0,1,7,7,54,,,,,,,,,,,,3,,,South Dakota
Quinton Coples,DE,North Carolina,,6-Jun,284,4.69,31.5,25,109,7.57,4.78,2012,CoplQu00,2012,1,16,NYJ,No,DE,DE,21,22,2015,0,0,2,20,20,62,,,,,,,,,,,,75,,16.5,North Carolina
Kirk Cousins,QB,Michigan State,,3-Jun,214,4.84,28.5,,109,7.05,4.5,2012,CousKi00,2012,4,102,WAS,No,QB,QB,16,24,2016,0,0,2,16,16,41,918,1387,10736,67,37,61,153,6,,,,,,,Michigan St.
Fletcher Cox,DT,Mississippi State,,4-Jun,298,4.77,26,30,103,7.07,4.53,2012,CoxxFl00,2012,1,12,PHI,No,DT,DT,38,21,2016,0,1,5,36,36,73,,,,,,,,,,,,181,,26,Mississippi St.
Jack Crawford,DE,Penn State,,5-Jun,274,4.74,33,,116,7.15,4.25,2012,CrawJa00,2012,5,158,OAK,No,DE,DE,4,24,2016,0,0,1,4,1,52,,,,,,,,,,,,37,,8.5,Penn St.
Tyrone Crawford,DE,Boise State,,4-Jun,275,4.82,33,28,113,7.09,4.44,2012,CrawTy00,2012,3,81,DAL,No,DE,DE,14,22,2016,0,0,3,14,14,58,,,,,,,,,,,,78,,11.5,Boise St.
Jared Crick,DE,Nebraska,,4-Jun,279,4.91,31,,104,7.47,4.4,2012,CricJa00,2012,4,126,HOU,No,DE,DE,21,23,2016,0,0,3,20,20,73,,,,,,,,,,,,96,,7.5,Nebraska
Juron Criner,WR,Arizona,,2-Jun,224,4.66,38,17,117,7.15,4.3,2012,CrinJu00,2012,5,168,OAK,No,WR,WR,1,22,2013,0,0,0,1,1,13,,,,,,,,,19,183,1,,,,Arizona
B.J. Cunningham,WR,Michigan State,,1-Jun,211,4.52,31.5,12,116,7.1,,2012,CunnB.00,2012,6,183,MIA,No,WR,WR,0,23,2013,0,0,0,0,,2,,,,,,,,,,,,,,,Michigan St.
Vinny Curry,DE,Marshall,,3-Jun,266,4.87,32,,110,6.9,4.4,2012,CurrVi00,2012,2,59,PHI,No,DE,DE,6,24,2016,0,0,0,6,6,62,,,,,,,,,,,,61,,18,Marshall
Mike Daniels,DT,Iowa,,Jun-00,291,4.84,,,,,,2012,DaniMi00,2012,4,132,GNB,No,DT,DT,20,23,2016,0,0,3,19,19,72,,,,,,,,,,,,101,1,20,Iowa
Andrew Datko,OT,Florida State,,6-Jun,315,5.19,29.5,,100,7.71,4.54,2012,DatkAn00,2012,7,241,GNB,No,OL,T,0,22,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Florida St.
Lavonte David,OLB,Nebraska,,1-Jun,233,4.57,36.5,19,119,7.28,4.22,2012,DaviLa00,2012,2,58,TAM,No,LB,LB,38,22,2016,1,1,5,36,36,72,,,,,,,,,,,,443,9,14,Nebraska
Demario Davis,OLB,Arkansas State,,2-Jun,235,4.49,38.5,32,124,7.19,4.28,2012,DaviDe00,2012,3,77,NYJ,No,LB,LB,31,23,2016,0,0,4,29,29,75,,,,,,,,,,,,261,1,7.5,Arkansas St.
David DeCastro,OG,Stanford,,5-Jun,316,5.32,29.5,34,98,7.3,4.56,2012,DeCaDa00,2012,1,24,PIT,No,G,G,30,22,2016,1,1,4,29,29,62,,,,,,,,,,,,2,,,Stanford
Alfonzo Dennard,CB,Nebraska,,10-May,204,4.48,37,,121,,,2012,DennAl00,2012,7,224,NWE,No,DB,DB,8,23,2014,0,0,1,8,8,29,,,,,,,,,,,,86,5,,Nebraska
Drake Dunsmore,FB,Northwestern,,2-Jun,241,4.63,35.5,21,117,6.73,4.03,2012,DunsDr00,2012,7,233,TAM,No,TE,TE,0,23,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Northwestern
Michael Egnew,TE,Missouri,,5-Jun,252,4.52,36,21,131,7.03,4.32,2012,EgneMi00,2012,3,78,MIA,No,TE,TE,0,22,2013,0,0,0,0,0,18,,,,,,,,,7,69,0,,,,Missouri
Rhett Ellison,TE,USC,,5-Jun,251,4.78,31.5,,109,,,2012,ElliRh00,2012,4,128,MIN,No,RB,RB,5,23,2016,0,0,2,5,5,68,,,,,,1,1,1,49,509,3,3,,,USC
Bradie Ewing,FB,Wisconsin,,Jun-00,239,4.73,36.5,14,120,7.14,4.16,2012,EwinBr00,2012,5,157,ATL,No,RB,RB,0,22,2013,0,0,0,0,0,2,,,,,,,,,2,29,0,,,,Wisconsin
Coby Fleener,TE,Stanford,,6-Jun,247,4.51,,27,,,,2012,FleeCo00,2012,2,34,IND,No,TE,TE,19,24,2016,0,0,4,18,18,70,,,,,,1,2,1,216,2556,20,5,1,,Stanford
Darius Fleming,OLB,Notre Dame,,2-Jun,245,4.71,33.5,27,114,7.03,4.28,2012,FlemDa00,2012,5,165,SFO,No,LB,LB,1,23,2015,0,0,0,1,0,11,,,,,,,,,,,,3,,,Notre Dame
Jamell Fleming,CB,Oklahoma,,11-May,206,4.43,34,23,125,6.71,3.97,2012,FlemJa00,2012,3,80,ARI,No,DB,DB,5,23,2015,0,0,0,5,2,46,,,,,,,,,,,,56,,,Oklahoma
Michael Floyd,WR,Notre Dame,,3-Jun,220,4.4,36.5,16,122,,,2012,FloyMi00,2012,1,13,ARI,No,WR,WR,25,22,2016,0,0,2,24,24,73,,,,,,1,2,0,235,3672,22,2,,,Notre Dame
Nick Foles,QB,Arizona,,5-Jun,243,5.14,30.5,,112,,,2012,FoleNi00,2012,3,88,PHI,No,QB,QB,23,23,2016,0,1,3,22,19,41,776,1285,9215,56,27,105,347,5,,,,2,,,Arizona
Terrence Frederick,CB,Texas A&M,,10-May,187,4.44,35,16,121,6.59,4.03,2012,FredTe00,2012,7,246,PIT,No,DB,DB,1,22,2014,0,0,0,1,,5,,,,,,,,,,,,14,,,Texas A&M
Terrance Ganaway,RB,Baylor,,11-May,239,4.61,37.5,,119,7.15,4.25,2012,GanaTe00,2012,6,202,NYJ,No,RB,RB,0,23,2012,0,0,0,0,,3,,,,,,,,,,,,,,,Baylor
Adam Gettis,OG,Iowa,,2-Jun,293,4.9,31.5,,112,7.99,4.65,2012,GettAd00,2012,5,141,WAS,No,G,G,1,23,2016,0,0,0,1,1,16,,,,,,,,,,,,,,,Iowa
Stephon Gilmore,CB,South Carolina,,Jun-00,190,4.38,36,15,123,6.61,3.94,2012,GilmSt00,2012,1,10,BUF,No,DB,DB,20,22,2016,0,0,5,19,19,63,,,,,,,,,,,,185,13,,South Carolina
Chris Givens,WR,Wake Forest,,11-May,198,4.35,33.5,19,118,6.97,4.23,2012,GiveCh00,2012,4,96,STL,No,WR,WR,13,22,2015,0,0,2,12,11,60,,,,,,11,42,0,107,1779,5,2,,,Wake Forest
Cordy Glenn,OT,Georgia,,6-Jun,345,5.08,23.5,31,93,8.13,5,2012,GlenCo00,2012,2,41,BUF,No,G,G,29,23,2016,0,0,4,27,27,69,,,,,,,,,,,,1,,,Georgia
Najee Goode,ILB,West Virginia,,Jun-00,244,4.55,35.5,,117,,,2012,GoodNa00,2012,5,140,TAM,No,LB,LB,3,22,2016,0,0,0,3,0,42,,,,,,,,,,,,20,,1,West Virginia
T.J. Graham,WR,North Carolina State,,11-May,188,4.34,33.5,8,120,6.77,4.18,2012,GrahT.00,2012,3,69,BUF,No,WR,WR,0,23,2015,0,0,1,7,6,47,,,,,,5,19,0,61,794,4,11,,,North Carolina St.
Cyrus Gray,RB,Texas A&M,,10-May,206,4.4,32.5,21,114,7.17,,2012,GrayCy00,2012,6,182,KAN,No,RB,RB,1,22,2014,0,0,0,1,1,35,,,,,,24,99,1,9,64,0,9,,,Texas A&M
Ladarius Green,TE,Louisiana-Lafayette,,6-Jun,238,4.45,34.5,16,124,7.12,4.47,2012,GreeLa00,2012,4,110,SDG,No,TE,TE,9,22,2016,0,0,2,9,9,50,,,,,,,,,82,1184,7,14,,,
Robert Griffin,QB,Baylor,,2-Jun,223,4.33,39,,120,,,2012,GrifRo01,2012,1,2,WAS,No,QB,QB,33,22,2016,0,1,2,32,32,38,691,1089,8287,40,24,249,1517,8,0,0,0,2,,,Baylor
Robert Griffin,QB,Baylor,,2-Jun,223,4.33,39,,120,,,2012,GrifRo03,2012,6,203,NYJ,No,OL,G,0,22,2012,0,0,0,0,,,,,,,,,,,,,,,,,Baylor
Winston Guy,S,Kentucky,,1-Jun,218,4.62,,,,,,2012,GuyxWi00,2012,6,181,SEA,No,DB,DB,3,22,2016,0,0,0,3,0,37,,,,,,,,,,,,35,,2,Kentucky
Trevor Guyton,DE,California,,3-Jun,285,5.01,31,,105,7.45,4.53,2012,GuytTr00,2012,7,219,MIN,No,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,,California
James Hanna,TE,Oklahoma,,4-Jun,252,4.43,36,24,122,6.76,4.11,2012,HannJa00,2012,6,186,DAL,No,TE,TE,3,23,2015,0,0,2,3,3,62,,,,,,,,,33,286,0,10,,,Oklahoma
Chandler Harnish,QB,Northern Illinois,,2-Jun,219,4.68,32.5,,112,6.78,4.15,2012,HarnCh00,2012,7,253,IND,No,QB,QB,0,24,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Northern Illinois
Josh Harris,LS,Auburn,,1-Jun,252,4.82,,15,,,,2012,,2004,6,187,BAL,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Bowling Green
Mike Harris,CB,Florida State,,10-May,188,4.52,36,,117,6.81,4.07,2012,HarrMi00,2012,6,176,JAX,No,DB,DB,9,23,2014,0,0,0,9,8,36,,,,,,,,,,,,94,2,2,Florida St.
Casey Hayward,CB,Vanderbilt,,11-May,192,4.47,34,19,119,6.76,3.9,2012,HaywCa00,2012,2,62,GNB,No,DB,DB,10,23,2016,0,0,0,10,10,61,,,,,,,,,,,,170,14,,Vanderbilt
Junior Hemingway,WR,Michigan,,1-Jun,225,4.48,35.5,21,124,6.59,3.98,2012,HemiJu00,2012,7,238,KAN,No,WR,WR,2,23,2014,0,0,0,2,2,31,,,,,,,,,25,233,2,13,,,Michigan
Dan Herron,RB,Ohio State,,10-May,213,4.57,35,22,117,6.97,4.04,2012,HerrDa00,2012,6,191,CIN,No,RB,RB,5,23,2015,0,0,0,5,0,35,,,,,,112,468,1,31,277,0,7,,,Ohio St.
Dont'a Hightower,ILB,Alabama,,2-Jun,265,4.62,32,,,,,2012,HighDo01,2012,1,25,NWE,No,LB,LB,28,22,2016,0,0,4,26,26,62,,,,,,,,,,,,245,,17,Alabama
Stephen Hill,WR,Georgia Tech,,4-Jun,215,4.36,39.5,14,133,6.88,4.48,2012,HillSt00,2012,2,43,NYJ,No,WR,WR,4,21,2013,0,0,2,4,4,23,,,,,,,,,45,594,4,1,,,Georgia Tech
Ronnie Hillman,RB,San Diego State,,9-May,200,4.42,37,17,,,,2012,HillRo00,2012,3,67,DEN,No,RB,RB,16,21,2016,0,0,1,15,15,53,,,,,,470,1892,12,71,474,1,1,,,San Diego St.
T.Y. Hilton,WR,Florida International,,9-May,183,4.34,,,,,,2012,HiltT.00,2012,3,92,IND,No,WR,WR,0,22,2016,0,2,4,36,36,73,0,1,0,0,0,9,55,0,343,5355,29,4,,,Florida International
Lamar Holmes,OT,Southern Miss,,5-Jun,323,5.29,27,22,104,7.74,4.8,2012,HolmLa00,2012,3,91,ATL,No,T,T,10,23,2014,0,0,1,10,10,21,,,,,,,,,,,,3,,,Southern Miss
Jayron Hosley,CB,Virginia Tech,,10-May,178,4.38,,11,,,,2012,HoslJa00,2012,3,94,NYG,No,DB,DB,7,22,2015,0,0,0,7,7,43,,,,,,,,,,,,62,2,,Virginia Tech
Jaye Howard,DT,Florida,,3-Jun,301,4.78,27.5,24,106,7.32,4.47,2012,HowaJa00,2012,4,114,SEA,No,DT,DT,15,23,2016,0,0,2,15,0,45,,,,,,,,,,,,87,,7.5,Florida
John Hughes,DT,Cincinnati,,2-Jun,309,5.32,,28,,,,2012,HughJo00,2012,3,87,CLE,No,DT,DT,9,24,2016,0,0,0,8,8,57,,,,,,,,,,,,57,,5.5,Cincinnati
George Iloka,S,Boise State,,4-Jun,225,4.6,34.5,20,124,7.03,4.03,2012,IlokGe00,2012,5,167,CIN,No,DB,DB,18,22,2016,0,0,4,17,17,61,,,,,,,,,,,,161,7,,Boise St.
Melvin Ingram,OLB,South Carolina,,1-Jun,264,4.69,34.5,28,109,6.83,4.18,2012,IngrMe00,2012,1,18,SDG,No,DE,DE,15,23,2016,0,0,3,14,14,55,,,,,,,,,,,,128,,22.5,South Carolina
Bruce Irvin,OLB,West Virginia,,3-Jun,245,4.41,33.5,23,123,6.7,4.03,2012,IrviBr00,2012,1,15,SEA,No,DE,DE,25,24,2016,0,0,4,24,24,68,,,,,,,,,,,,124,3,25,West Virginia
Asa Jackson,CB,Cal Poly,,10-May,191,4.48,34.5,19,118,6.97,4.03,2012,JackAs00,2012,5,169,BAL,No,DB,DB,2,22,2015,0,0,0,2,2,18,,,,,,,,,,,,22,,,
Malik Jackson,DE,Tennessee,,5-Jun,284,4.85,28,25,105,7.38,4.41,2012,JackMa02,2012,5,137,DEN,No,DT,DT,17,22,2016,0,0,2,16,16,72,,,,,,,,,,,,124,,17,Tennessee
LaMichael James,RB,Oregon,,8-May,194,4.35,35,15,123,6.88,4.12,2012,JameLa00,2012,2,61,SFO,No,RB,RB,2,22,2015,0,0,0,2,2,18,,,,,,44,193,0,5,45,0,,,,Oregon
Alshon Jeffery,WR,South Carolina,,3-Jun,216,4.48,,,,,,2012,JeffAl00,2012,2,45,CHI,No,WR,WR,33,22,2016,0,1,3,31,31,60,,,,,,22,138,0,292,4358,25,5,,,South Carolina
A.J. Jenkins,WR,Illinois,,Jun-00,190,4.37,38.5,12,124,,,2012,JenkA.00,2012,1,30,SFO,No,WR,WR,0,23,2014,0,0,0,2,0,28,,,,,,4,4,0,17,223,0,,,,Illinois
Janoris Jenkins,CB,Florida,,10-May,193,4.41,33.5,,121,6.95,4.13,2012,JenkJa03,2012,2,39,STL,No,DB,DB,27,23,2016,0,0,5,25,25,70,,,,,,,,,,,,265,12,1,North Alabama
Cam Johnson,DE,Virginia,,3-Jun,268,4.75,35,,105,7.2,4.38,2012,JohnCa01,2012,7,237,SFO,No,DE,DE,1,22,2016,0,0,0,1,0,24,,,,,,,,,,,,20,,2,Virginia
James-Michael Johnson,ILB,Nevada,,1-Jun,241,4.6,37,23,124,7.34,4.37,2012,JohnJa04,2012,4,120,CLE,No,LB,LB,11,23,2015,0,0,2,11,4,47,,,,,,,,,,,,77,,1,Nevada
Trumaine Johnson,CB,Montana,,2-Jun,204,4.5,35.5,19,122,7.2,4.15,2012,JohnTr05,2012,3,65,STL,No,DB,DB,18,22,2016,0,0,2,17,17,63,,,,,,,,,,,,208,16,,Montana
Ben Jones,C,Georgia,,3-Jun,303,5.35,30.5,29,105,7.95,4.74,2012,JoneBe01,2012,4,99,HOU,No,C,C,19,23,2016,0,0,4,18,18,75,,,,,,,,,,,,3,,,Georgia
Chandler Jones,DE,Syracuse,,5-Jun,266,4.77,35,22,120,7.07,4.38,2012,JoneCh03,2012,1,21,NWE,No,DE,DE,33,22,2016,0,1,5,31,31,65,,,,,,,,,,,,160,1,44,Syracuse
Marvin Jones,WR,California,,2-Jun,199,4.46,33,22,112,6.81,4.11,2012,JoneMa02,2012,5,166,CIN,No,WR,WR,18,22,2016,0,0,2,17,17,54,,,,,,17,148,0,176,2459,19,5,,,California
Marcel Jones,OT,Nebraska,,6-Jun,320,5.57,27.5,13,95,8.03,5.12,2012,JoneMa03,2012,7,234,NOR,No,OL,T,0,24,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Nebraska
Josh Kaddu,OLB,Oregon,,3-Jun,239,4.67,34,20,119,,,2012,KaddJo00,2012,5,155,MIA,No,LB,LB,0,22,2014,0,0,0,0,0,6,,,,,,,,,,,,,,,Oregon
Matt Kalil,OT,USC,,7-Jun,306,4.96,27,30,,7.33,4.65,2012,KaliMa00,2012,1,4,MIN,No,T,T,34,23,2016,0,1,4,32,32,66,,,,,,,,,,,,1,,,USC
Senio Kelemete,OG,Washington,,4-Jun,307,5.39,25,21,101,7.77,4.58,2012,KeleSe00,2012,5,151,ARI,No,G,G,5,22,2016,0,0,0,5,0,36,,,,,,,,,1,10,0,,,,Washington
Mychal Kendricks,ILB,California,,11-May,239,4.44,39.5,24,127,,4.19,2012,KendMy00,2012,2,46,PHI,No,LB,LB,25,22,2016,0,0,4,23,23,65,,,,,,,,,,,,285,3,12,California
Dre Kirkpatrick,CB,Alabama,,2-Jun,186,4.5,35,,120,,,2012,KirkDr00,2012,1,17,CIN,No,DB,DB,13,22,2016,0,0,1,12,12,60,,,,,,,,,,,,136,9,1,Alabama
Peter Konz,C,Wisconsin,,5-Jun,314,5.16,,18,,,,2012,KonzPe00,2012,2,55,ATL,No,C,C,17,23,2014,0,0,2,16,16,39,,,,,,,,,,,,,,,Wisconsin
Luke Kuechly,ILB,Boston Col.,,3-Jun,242,4.58,38,27,123,6.92,4.12,2012,KuecLu00,2012,1,9,CAR,No,LB,LB,57,21,2016,3,3,5,53,53,71,,,,,,,,,,,,453,12,9,Boston Col.
Markus Kuhn,DT,North Carolina State,,5-Jun,299,4.87,34.5,28,112,7.43,4.41,2012,KuhnMa00,2012,7,239,NYG,No,DT,DT,6,26,2015,0,0,0,6,6,39,,,,,,,,,,,,23,,1.5,North Carolina St.
Josh LeRibeus,OG,SMU,,3-Jun,312,5.31,26,29,96,7.64,4.65,2012,LeRiJo00,2012,3,71,WAS,No,G,G,8,23,2015,0,0,1,8,8,28,,,,,,,,,,,,,,,SMU
Ronnell Lewis,OLB,Oklahoma,,2-Jun,253,4.65,31,36,112,7.09,4.4,2012,LewiRo02,2012,4,125,DET,No,LB,LB,0,22,2012,0,0,0,0,0,8,,,,,,,,,,,,,,,Oklahoma
Travis Lewis,OLB,Oklahoma,,1-Jun,246,4.83,36,22,122,,,2012,LewiTr00,2012,7,223,DET,No,LB,LB,4,24,2015,0,0,0,4,4,42,,,,,,,,,,,,17,,1,Oklahoma
Ryan Lindley,QB,San Diego State,,4-Jun,229,4.86,29.5,,108,7.52,4.45,2012,LindRy00,2012,6,185,ARI,No,QB,QB,-4,23,2015,0,0,0,-4,-4,10,140,274,1372,3,11,4,7,0,,,,,,,San Diego St.
Joe Looney,OG,Wake Forest,,3-Jun,309,5.02,,26,,,,2012,LoonJo01,2012,4,117,SFO,No,G,G,5,22,2016,0,0,0,5,3,38,,,,,,,,,,,,,,,Wake Forest
Andrew Luck,QB,Stanford,,4-Jun,234,4.59,36,,124,6.8,4.28,2012,LuckAn00,2012,1,1,IND,No,QB,QB,48,23,2016,0,3,4,45,45,65,1460,2481,17665,120,63,273,1347,13,,,,6,,,Stanford
Terrell Manning,OLB,North Carolina State,,2-Jun,237,4.71,32.5,22,114,7.18,4.43,2012,MannTe00,2012,5,163,GNB,No,LB,LB,0,22,2014,0,0,0,0,0,11,,,,,,,,,,,,,,,North Carolina St.
Brandon Marshall,OLB,Nevada,,1-Jun,242,4.72,30.5,28,108,7.05,4.09,2012,MarsBr01,2012,5,142,JAX,No,LB,LB,16,23,2016,0,0,2,16,0,45,,,,,,,,,,,,207,2,3.5,Nevada
Brandon Marshall,OLB,Nevada,,1-Jun,242,4.72,30.5,28,108,7.05,4.09,2012,MarsBr00,2006,4,119,DEN,No,WR,WR,42,22,2016,1,6,10,81,28,162,0,1,0,0,0,20,118,0,925,11874,81,28,,,Central Florida
Doug Martin,RB,Boise State,,9-May,223,4.46,36,28,120,6.79,4.16,2012,MartDo00,2012,1,31,TAM,No,RB,RB,31,23,2016,1,2,3,30,30,53,,,,,,933,3987,21,116,962,2,1,,,Boise St.
Jonathan Martin,OT,Stanford,,5-Jun,312,5.27,,,,,,2012,MartJo01,2012,2,42,MIA,No,T,T,15,22,2014,0,0,2,14,10,38,,,,,,,,,,,,1,,,Stanford
Keshawn Martin,WR,Michigan State,,11-May,188,4.42,39.5,13,122,6.85,4.13,2012,MartKe01,2012,4,121,HOU,No,WR,WR,7,22,2016,0,0,1,7,4,58,,,,,,5,59,0,62,685,5,1,,,Michigan St.
Markelle Martin,S,Oklahoma State,,1-Jun,207,4.47,,19,,,,2012,MartMa00,2012,6,190,TEN,No,DB,DB,1,22,2012,0,0,0,1,1,15,,,,,,,,,,,,,,,Oklahoma St.
Mike Martin,DT,Michigan,,1-Jun,306,4.8,33.5,36,113,7.19,4.25,2012,MartMi01,2012,3,82,TEN,No,DT,DT,6,22,2015,0,0,0,6,6,46,,,,,,,,,,,,41,,4,Michigan
Jonathan Massaquoi,OLB,Troy,,2-Jun,264,4.81,33.5,20,120,7.38,4.53,2012,MassJo00,2012,5,164,ATL,No,DE,DE,6,24,2014,0,0,0,6,6,39,,,,,,,,,,,,45,,6,Troy
Bobby Massie,OT,Mississippi,,6-Jun,316,5.18,27.5,22,103,7.7,4.95,2012,MassBo00,2012,4,112,ARI,No,T,T,22,23,2016,0,0,3,21,21,63,,,,,,,,,,,,1,,,Mississippi
Rishard Matthews,WR,Nevada,,Jun-00,217,4.54,36,20,,6.88,4.19,2012,MattRi00,2012,7,227,MIA,No,WR,WR,10,22,2016,0,0,1,10,10,60,,,,,,2,7,0,152,2001,14,7,,,Nevada
Matt McCants,OT,Ala-Birmingham,,6-Jun,308,5.4,25.5,17,97,,,2012,McCaMa00,2012,6,201,NYG,No,T,T,3,23,2016,0,0,0,3,0,28,,,,,,,,,,,,1,,,
Shea McClellin,OLB,Boise State,,3-Jun,260,4.62,31.5,19,118,7.07,4.33,2012,McClSh00,2012,1,19,CHI,No,DE,DE,14,23,2016,0,0,3,13,13,60,,,,,,,,,,,,105,,7.5,Boise St.
Jerron McMillian,S,Maine,,11-May,203,4.47,36.5,17,120,6.69,4.22,2012,McMiJe00,2012,4,133,GNB,No,DB,DB,2,23,2013,0,0,0,2,2,28,,,,,,,,,,,,29,1,,Maine
Marvin McNutt,WR,Iowa,,3-Jun,216,4.48,37,,122,7.15,4.07,2012,McNuMa00,2012,6,194,PHI,No,WR,WR,0,23,2013,0,0,0,0,0,5,,,,,,,,,0,0,0,,,,Iowa
Caleb McSurdy,ILB,Montana,,1-Jun,245,4.82,30,26,110,7.26,4.28,2012,McSuCa00,2012,7,222,DAL,No,LB,LB,0,22,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Montana
DeQuan Menzie,CB,Alabama,,11-May,202,4.65,33,,116,,,2012,MenzDe00,2012,5,146,KAN,No,DB,DB,0,22,2012,0,0,0,0,0,,,,,,,,,,,,,,,,Alabama
Whitney Mercilus,DE,Illinois,,4-Jun,261,4.68,32,27,118,7.17,4.53,2012,MercWh00,2012,1,26,HOU,No,DE,DE,25,22,2016,0,0,4,24,24,73,,,,,,,,,,,,131,,34.5,Illinois
Lamar Miller,RB,Miami (FL),,11-May,212,4.34,33,,,,,2012,MillLa01,2012,4,97,MIA,No,RB,RB,25,21,2016,0,0,4,24,24,71,,,,,,830,3754,22,141,1020,4,3,,,Miami (FL)
Ryan Miller,OG,Colorado,,7-Jun,321,5.16,28,32,100,7.72,4.78,2012,MillRy00,2012,5,160,CLE,No,G,G,0,23,2012,0,0,0,0,0,8,,,,,,,,,,,,,,,Colorado
Charles Mitchell,S,Mississippi State,,11-May,202,4.56,37,19,127,6.93,4.22,2012,MitcCh01,2012,6,192,ATL,No,DB,DB,1,23,2012,0,0,0,1,1,10,,,,,,,,,,,,,,,Mississippi St.
David Molk,C,Michigan,,1-Jun,298,5.18,,41,,,,2012,MolkDa00,2012,7,226,SDG,No,C,C,3,23,2015,0,0,0,3,1,20,,,,,,,,,,,,,,,Michigan
Alfred Morris,RB,Florida Atlantic,,10-May,219,4.63,35.5,16,117,7.01,4.19,2012,MorrAl00,2012,6,173,WAS,No,RB,RB,30,23,2016,0,2,4,28,28,75,,,,,,1138,4933,31,49,373,0,3,,,Florida Atlantic
Brandon Mosley,OT,Auburn,,6-Jun,314,5.14,27,30,103,7.43,4.78,2012,MoslBr00,2012,4,131,NYG,No,T,T,2,23,2014,0,0,0,2,2,22,,,,,,,,,,,,1,,,Auburn
Josh Norman,CB,Coastal Carolina,,Jun-00,197,4.61,33,14,124,7.09,4.23,2012,NormJo01,2012,5,143,CAR,No,DB,DB,24,24,2016,1,1,4,23,23,64,,,,,,,,,,,,174,8,,Coastal Carolina
Brad Nortman,P,Wisconsin,,2-Jun,213,4.78,,,,,,2012,NortBr00,2012,6,207,CAR,No,P,P,8,23,2016,0,0,0,8,8,74,,,,,,1,-1,0,,,,1,,,Wisconsin
Kelechi Osemele,OT,Iowa State,,5-Jun,333,5.22,26.5,32,104,7.91,4.87,2012,OsemKe00,2012,2,60,BAL,No,T,T,23,23,2016,0,0,4,22,22,61,,,,,,,,,,,,,,,Iowa St.
Brock Osweiler,QB,Arizona State,,7-Jun,242,4.83,,,,,,2012,OsweBr00,2012,2,57,DEN,No,QB,QB,5,21,2016,0,0,1,5,5,31,403,668,4187,23,16,61,139,1,1,-6,0,,,,Arizona St.
David Paulson,TE,Oregon,,3-Jun,246,4.79,32,21,110,7.18,4.4,2012,PaulDa01,2012,7,240,PIT,No,TE,TE,1,23,2013,0,0,0,1,1,32,,,,,,,,,13,153,0,,,,Oregon
Isaiah Pead,RB,Cincinnati,,10-May,197,4.39,33,,116,6.95,4.32,2012,PeadIs00,2012,2,50,STL,No,RB,RB,1,22,2016,0,0,0,1,1,30,,,,,,27,100,0,15,100,0,2,,,Cincinnati
Nick Perry,DE,USC,,3-Jun,271,4.55,38.5,35,124,7.25,4.66,2012,PerrNi00,2012,1,28,GNB,No,DE,DE,10,22,2016,0,0,1,9,9,56,,,,,,,,,,,,103,1,19.5,USC
Bernard Pierce,RB,Temple,,Jun-00,218,4.45,36.5,17,123,7.07,4.28,2012,PierBe00,2012,3,84,BAL,No,RB,RB,10,21,2015,0,0,0,10,10,52,,,,,,359,1345,5,32,171,0,2,,,Temple
Dontari Poe,DT,Memphis,,3-Jun,346,4.89,29.5,44,105,7.9,4.56,2012,PoexDo00,2012,1,11,KAN,No,DT,DT,37,22,2016,0,2,5,35,35,72,,,,,,2,2,2,,,,147,,12,Memphis
